English: [33, 266, 4, 3103, 78, 51, 812, 4, 3103, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 264, 8276, 525, 36, 1360, 1933, 44, 216, 900, 2679, 3, 0, 0, 0, 0, 0, 0, 0, 0]

English: [80, 6, 884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 86, 6947, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [3, 65, 596, 56, 58, 4, 4070, 15, 1129, 7803, 4, 6, 1728, 3014, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 10, 1494, 930, 8136, 2192, 10964, 4642, 73, 315, 6, 2099, 89, 3, 0, 0, 0, 0, 0, 0]

English: [5, 68, 19, 155, 590, 29, 4, 230, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 99, 109, 1182, 12706, 408, 403, 1375, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [5, 8, 754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 5, 744, 688, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [3, 19, 6, 148, 12, 122, 4, 440, 52, 123, 2, 397, 12, 2, 312, 0, 0, 0, 0, 0]
Sinhala: [2, 2719, 130, 87, 91, 130, 18, 6, 186, 84, 2289, 61, 3, 0, 0, 0, 0, 0, 0, 0]

English: [10, 555, 6, 148, 12, 2112, 4, 931, 6, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 3990, 1324, 1124, 186, 1306, 925, 23, 70, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [23, 130, 1916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 15, 2622, 193, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [26, 894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 4, 1034, 9795, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [114, 360, 450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 4, 4073, 3287, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [121, 23, 42, 897, 44, 654, 790, 23, 311, 6, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 15, 874, 2510, 132, 15, 161, 464, 226, 165, 716, 3, 0, 0, 0, 0, 0, 0, 0, 0]

English: [2, 1078, 14, 1103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 2865, 1116, 1883, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [3, 19, 69, 4260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 6, 283, 5890, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [33, 69, 942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 8, 567, 50, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [9, 984, 593, 30, 6, 93, 280, 222, 9, 14, 523, 6, 1024, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 9, 819, 229, 357, 1156, 81, 3104, 370, 560, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [9, 76, 29, 39, 566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 33, 1938, 23, 311, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [5, 18, 22, 84, 268, 180, 137, 121, 50, 145, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 5, 47, 34, 658, 798, 212, 772, 325, 225, 989, 3, 0, 0, 0, 0, 0, 0, 0, 0]

English: [2, 1728, 8, 7036, 47, 6644, 11, 2, 2653, 349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 2212, 6607, 29, 6356, 4077, 1689, 58, 3203, 441, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [19, 6, 93, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 81, 94, 11818, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [26, 73, 4, 415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 4, 242, 580, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [17, 8, 2, 228, 293, 1229, 13, 3, 19, 252, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 54, 628, 419, 30, 1231, 1827, 500, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [17, 8, 70, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 76, 74, 216, 29, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [3, 71, 33, 49, 16, 20, 4, 62, 6, 508, 12, 1533, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 4, 103, 6, 144, 3918, 67, 44, 645, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [58, 1979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 717, 1701, 901, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [3, 65, 203, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 6, 8, 270, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [9, 1609, 2, 1009, 4, 24, 1805, 18, 6894, 10, 38, 60, 6476, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 9, 2412, 24, 10523, 2045, 8, 230, 11021, 2047, 2985, 105, 3, 0, 0, 0, 0, 0, 0, 0]

English: [10, 348, 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 40, 499, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [5, 18, 22, 19, 79, 246, 16, 180, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 5, 47, 34, 212, 522, 443, 367, 82, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [3, 19, 86, 3694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 6, 5539, 144, 222, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [5, 14, 347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 5, 309, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [21, 7, 545, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 11, 294, 2232, 4035, 90, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [17, 8, 66, 2106, 12, 2, 4903, 12, 2, 6673, 47, 10, 8, 334, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 76, 7018, 1707, 9448, 11961, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [126, 11, 517, 182, 3, 84, 52, 38, 2199, 99, 192, 236, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 302, 1084, 2859, 4, 53, 1139, 248, 1713, 408, 1811, 3, 0, 0, 0, 0, 0, 0, 0, 0]

English: [61, 9, 1100, 379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 9, 597, 302, 832, 190, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [5, 183, 22, 4, 2, 431, 30, 2, 126, 12, 24, 2033, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 5, 99, 24, 8471, 831, 1167, 167, 105, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [500, 2, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 196, 244, 247, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [53, 14, 6, 190, 288, 154, 11, 2, 1073, 12, 2, 1074, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 3339, 1420, 911, 144, 622, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [5, 533, 2, 2538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sinhala: [2, 5, 11791, 1430, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

