English: [546, 2578, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 2347, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [11, 2, 101, 439, 137, 86, 1430, 1000, 188, 19, 328, 12, 1, 2469, 18, 60, 2167, 78, 28, 149]
Tamil: [2, 1, 1, 1, 1, 1587, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]

English: [1, 28, 1128, 103, 7911, 1, 1714, 1, 1, 8, 6, 1, 1, 3476, 333, 41, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 12846, 1, 2345, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0]

English: [10, 1, 1708, 1, 18, 1, 2, 1193, 3145, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [679, 2, 2472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [1, 1062, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]

English: [1, 2999, 19, 79, 1, 4, 2, 5016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [2, 860, 2076, 517, 3644, 4, 2, 1, 5002, 4, 1, 201, 3626, 78, 4, 5002, 2286, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0]

English: [57, 46, 29, 7173, 63, 2972, 96, 19, 2, 1484, 4, 3709, 11, 1468, 51, 10, 96, 29, 27, 2087]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0]

English: [34, 21, 7, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [46, 34, 7, 129, 8, 294, 48, 54, 17, 898, 464, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [51, 296, 6, 3415, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [2375, 1, 16, 1156, 1063, 1, 61, 7617, 2, 2023, 12, 125, 1, 1, 1, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 3113, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0]

English: [2, 889, 183, 2, 451, 12, 75, 91, 4467, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [87, 95, 7813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [1630, 8, 1, 6, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [1, 18, 1, 7814, 47, 2900, 1626, 11, 1, 1, 77, 1, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [51, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [1486, 186, 10, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [72, 28, 2, 717, 1, 982, 77, 2, 5969, 12, 1, 4, 1262, 1, 16, 1, 1046, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 2343, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0]

English: [2, 302, 61, 79, 982, 4, 2, 517, 2133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [1, 414, 24, 1882, 47, 6, 1, 16, 6, 1232, 1891, 895, 12, 7460, 610, 1216, 334, 1, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 2343, 1, 1, 1, 1, 1, 1, 2, 1, 3, 0, 0]

English: [51, 260, 60, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [616, 301, 1228, 5439, 38, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [1, 2343, 262, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [51, 2, 6707, 28, 279, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [51, 9, 328, 214, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [25, 85, 6, 6991, 6235, 115, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [6, 672, 12, 2, 1, 14, 2629, 4, 1062, 47, 66, 2937, 1, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0]

English: [2, 1, 907, 1758, 1, 1696, 16, 66, 2931, 6235, 115, 566, 7120, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0]

English: [94, 20, 34, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Tamil: [2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

English: [1, 7541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
